merchant,category,amt,city,state,lat,long,city_pop,job,merch_lat,merch_long,is_fraud,transaction_year,transaction_month,transaction_day,transaction_hour,age
Boyer-Reichert,shopping_net,4.82,Paradise Valley,AZ,33.5494,-111.9565,17047,Building surveyor,34.464331,-112.055036,0,2020,12,29,10,85
Miller-Harris,misc_net,98.37,Sprague,NE,40.6267,-96.7456,142,Chiropodist,40.723587,-96.417705,0,2020,12,29,10,53
"""Wiza, Schaden and Stark""",misc_pos,40.18,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,32.76703,-111.227115,0,2020,12,29,10,39
Wisozk and Sons,misc_pos,94.79,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,42.827871,-117.130412,0,2020,12,29,10,49
Ortiz Group,grocery_net,33.54,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,44.434479,-117.043829,0,2020,12,29,10,49
Miller-Hauck,grocery_pos,118.62,Blairstown,MO,38.5319,-93.9221,467,Agricultural consultant,37.55479,-93.977965,0,2020,12,29,10,70
Bogisich Inc,grocery_pos,118.77,June Lake,CA,37.7773,-119.0825,633,Health service manager,38.569877,-118.70031,0,2020,12,29,10,93
Jast-McDermott,shopping_pos,6.06,Wales,AK,64.7556,-165.6723,145,"""Administrator, education""",65.635629,-165.242984,0,2020,12,29,10,81
"""Nitzsche, Kessler and Wol""",shopping_pos,3.88,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,38.307728,-122.844885,0,2020,12,29,10,66
Cummerata-Jones,gas_transport,50.96,Freedom,WY,43.0172,-111.0292,471,"""Education officer, museum""",42.073941,-110.90786,0,2020,12,29,10,53
Harris Inc,gas_transport,50.1,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",39.821158,-124.754975,0,2020,12,29,10,69
"""Tillman, Dickinson and Labadie""",gas_transport,61.92,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.198964,-115.609793,0,2020,12,29,10,49
Welch Inc,misc_net,597.56,Llano,NM,36.1486,-105.6648,247,Architectural technologist,35.863922,-105.98525,0,2020,12,29,10,59
Pfeffer and Sons,shopping_pos,4.69,Honokaa,HI,20.0827,-155.488,4878,Physiotherapist,19.43131,-155.021034,0,2020,12,29,11,54
Bashirian Group,shopping_net,227.58,Greenview,CA,41.5403,-122.9366,308,Call centre manager,40.95409,-122.801374,0,2020,12,29,11,62
"""Reichert, Huels and Hoppe""",shopping_net,102.52,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,39.550402,-92.466303,0,2020,12,29,11,46
Goyette Inc,shopping_net,9.8,Mound City,MO,40.1362,-95.2138,1631,Architect,39.889167,-95.530974,0,2020,12,29,11,67
Block Group,misc_pos,35.31,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),42.031653,-110.982903,0,2020,12,29,11,39
Strosin-Cruickshank,grocery_pos,90.15,Alva,WY,44.6873,-104.4414,110,"""Administrator, local government""",44.992069,-105.059461,0,2020,12,29,11,47
Kutch and Sons,grocery_pos,159.34,Mendon,UT,41.71,-111.9817,2078,"""Scientist, audiological""",42.139941,-111.870147,0,2020,12,29,11,57
Torp-Lemke,misc_pos,9.14,Parker,CO,39.5102,-104.7216,84861,Materials engineer,39.553046,-103.833337,0,2020,12,29,11,88
Bartoletti-Wunsch,gas_transport,62.4,Omaha,NE,41.2064,-95.9953,518429,"""Surveyor, land/geomatics""",41.178577,-96.929951,0,2020,12,29,11,25
"""Willms, Kris and Bergnaum""",shopping_pos,6.89,Kirk,CO,39.6171,-102.4776,207,Network engineer,39.57473,-102.730385,0,2020,12,29,11,65
Kiehn Inc,grocery_pos,181.84,Woods Cross,UT,40.8874,-111.9027,13983,Insurance broker,41.464825,-112.814704,0,2020,12,29,11,41
"""Boehm, Predovic and Reinge""",misc_pos,569.84,Spirit Lake,ID,47.9657,-116.868,4161,Production manager,47.797669,-117.531193,0,2020,12,29,11,63
Kutch and Sons,grocery_pos,198.73,Burbank,WA,46.1966,-118.9017,3684,Musician,46.702195,-118.642785,0,2020,12,29,11,39
"""Greenholt, Jacobi and Gleason""",gas_transport,70.84,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist, research (maths)""",20.244956,-155.166705,0,2020,12,29,11,29
Lebsack and Sons,misc_net,3.09,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,40.450449,-92.8482,0,2020,12,29,11,48
Heller-Langosh,gas_transport,60.78,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,39.842351,-93.34929,0,2020,12,29,11,48
Morissette PLC,shopping_pos,115.81,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,39.982498,-93.238006,0,2020,12,29,11,46
Corwin-Collins,gas_transport,78.53,Iliff,CO,40.7692,-103.0968,648,Community arts worker,40.634976,-102.869322,0,2020,12,29,11,51
Heidenreich PLC,grocery_pos,72.7,Honokaa,HI,20.0827,-155.488,4878,Physiotherapist,20.743076,-155.778211,0,2020,12,29,11,54
Pfeffer and Sons,shopping_pos,6.64,Broomfield,CO,39.8854,-105.1139,92337,"""Engineer, electronics""",39.181477,-104.766304,0,2020,12,29,11,53
Heller-Langosh,gas_transport,61.35,Powell Butte,OR,44.2415,-121.0113,2016,Local government officer,43.376437,-121.477668,0,2020,12,29,11,67
"""Reilly, Heaney and Cole""",gas_transport,47.55,Sixes,OR,42.825,-124.4409,217,Retail merchandiser,42.36427,-125.371606,0,2020,12,29,11,92
Cummerata-Jones,gas_transport,48.81,Mountain Center,CA,33.6401,-116.5567,1661,"""Therapist, music""",33.048674,-117.536707,0,2020,12,29,11,32
Bogisich Inc,grocery_pos,234.54,Burlington,WA,48.4786,-122.3345,14871,Public house manager,48.68504,-121.756616,0,2020,12,29,11,46
Mante Group,misc_net,4.39,Matthews,MO,36.7154,-89.6287,1019,Aeronautical engineer,35.888318,-89.79781,0,2020,12,29,11,41
Kilback LLC,grocery_pos,112.25,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",39.525686,-110.128825,0,2020,12,29,11,33
"""Rowe, Batz and Goodwin""",grocery_pos,80.01,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,37.450631,-92.382491,0,2020,12,29,11,32
"""Bernier, Streich and Jewess""",grocery_net,70.23,Burbank,WA,46.1966,-118.9017,3684,Musician,46.739074,-119.250479,0,2020,12,29,11,39
"""Baumbach, Feeney and Mo""",shopping_net,1.61,Luray,MO,40.4931,-91.8912,519,Town planner,39.933543,-92.454576,0,2020,12,29,11,54
Durgan-Aue,misc_net,109.15,Napa,CA,38.4549,-122.2564,94014,Airline pilot,37.848915,-122.547778,0,2020,12,29,11,35
Herman Inc,misc_pos,54.36,Burbank,WA,46.1966,-118.9017,3684,Musician,45.974478,-118.152115,0,2020,12,29,11,39
Luettgen PLC,gas_transport,67.62,Cascade Locks,OR,45.671,-121.8686,1288,Barrister,44.736624,-122.357704,0,2020,12,29,11,84
Rodriguez Group,gas_transport,81.26,Santa Monica,CA,34.0287,-118.4924,92043,"""Civil engineer, contracting""",34.068502,-118.10586,0,2020,12,29,11,59
Gutmann-Upton,misc_pos,2.45,Littleton,CO,39.5994,-105.0044,320420,Water engineer,39.289788,-104.76736,0,2020,12,29,11,45
"""Greenfelder, Bartoletti and Davis""",misc_net,9.8,Jelm,WY,41.0539,-106.0763,100,Public librarian,40.564954,-105.454543,0,2020,12,29,11,46
Donnelly PLC,misc_net,7.42,Browning,MO,40.029,-93.1607,602,Cytogeneticist,40.940923,-93.636494,0,2020,12,29,11,66
Kutch LLC,gas_transport,55.01,June Lake,CA,37.7773,-119.0825,633,Health service manager,38.580258,-118.918543,0,2020,12,29,11,93
Bogisich-Homenick,misc_net,1.45,Roseland,NE,40.4591,-98.5551,463,"""Nurse, mental health""",40.337277,-99.460786,0,2020,12,29,11,72
"""Heller, Gutmann and Zieme""",grocery_pos,83.71,Manville,WY,42.73,-104.7024,241,Educational psychologist,42.951076,-105.668467,0,2020,12,29,11,40
Kihn Inc,shopping_pos,2.52,Grenada,CA,41.6125,-122.5258,589,Systems analyst,40.651643,-122.4163,0,2020,12,29,11,75
"""Yost, Block and Koepp""",misc_pos,1.95,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),41.905685,-97.197696,0,2020,12,29,11,92
"""Swaniawski, Lowe and Robel""",shopping_pos,2.98,Santa Monica,CA,34.0287,-118.4924,92043,"""Civil engineer, contracting""",33.371694,-119.466175,0,2020,12,29,11,59
Cassin-Harvey,grocery_net,52.57,Helm,CA,36.4992,-120.0936,123,Early years teacher,36.551836,-120.88214,0,2020,12,29,11,47
Emard Inc,gas_transport,47.88,Honokaa,HI,20.0827,-155.488,4878,Physiotherapist,20.018033,-155.741504,0,2020,12,29,11,54
"""Moen, Reinger and Murphy""",grocery_pos,101.8,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),40.829863,-110.985893,0,2020,12,29,11,39
Jacobi and Sons,shopping_pos,222.73,Humboldt,AZ,34.5189,-112.2523,1179,"""Civil engineer, contracting""",34.185942,-112.894526,0,2020,12,29,11,65
Heidenreich PLC,grocery_pos,37.42,Oakland,CA,37.7878,-122.1884,381459,Barista,37.929801,-122.704191,0,2020,12,29,11,46
Metz-Boehm,shopping_pos,24.04,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,39.709742,-94.527375,0,2020,12,29,12,33
Block Group,misc_pos,9.43,Hawthorne,CA,33.9143,-118.3493,93193,"""Editor, magazine features""",33.535337,-119.19662,0,2020,12,29,12,25
Watsica LLC,personal_care,54.89,Port Costa,CA,38.046,-122.1866,198,Armed forces training and education officer,38.364558,-122.767366,0,2020,12,29,12,61
Ebert-Daugherty,travel,5.86,Cascade Locks,OR,45.671,-121.8686,1288,Barrister,46.305435,-121.619939,0,2020,12,29,12,84
Kuhic LLC,shopping_net,2.71,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist, research (maths)""",20.545271,-155.506856,0,2020,12,29,12,29
Cormier LLC,health_fitness,56.03,Jelm,WY,41.0539,-106.0763,100,Public librarian,40.308102,-106.277546,0,2020,12,29,12,46
Abshire PLC,entertainment,24.56,Wheaton,MO,36.7651,-94.0492,760,Production manager,37.293232,-93.330268,0,2020,12,29,12,35
"""Metz, Russel and Metz""",kids_pets,91.43,Westerville,NE,41.4193,-99.3844,73,Product designer,40.846843,-99.424571,0,2020,12,29,12,85
Metz-Boehm,shopping_pos,2.29,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,46.757361,-121.087519,0,2020,12,29,12,36
Nader-Maggio,personal_care,18.92,Redford,MO,37.3272,-91.0243,241,Investment analyst,38.021479,-91.40154,0,2020,12,29,12,46
"""Nicolas, Hills and McGlynn""",entertainment,43.89,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,32.78769,-112.087102,0,2020,12,29,12,39
"""Douglas, Schneider and Turne""",shopping_pos,43.99,Newhall,CA,34.3795,-118.523,34882,Health physicist,34.625168,-117.64176,0,2020,12,29,12,49
Bashirian Group,shopping_net,1.66,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,33.168808,-110.255329,0,2020,12,29,12,33
"""Yost, Schamberger and Windle""",kids_pets,5.23,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,33.731212,-106.75299,0,2020,12,29,12,53
Larson-Moen,entertainment,56.29,Newhall,CA,34.3795,-118.523,34882,Health physicist,33.974085,-118.206489,0,2020,12,29,12,49
Erdman-Durgan,health_fitness,25.03,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,39.212287,-90.339631,0,2020,12,29,12,35
"""Becker, Harris and Harvey""",personal_care,69.48,Parker,CO,39.5102,-104.7216,84861,Materials engineer,38.833493,-104.521833,0,2020,12,29,12,88
Renner Lt,home,1.13,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",40.054984,-98.502008,0,2020,12,29,12,80
Medhurst PLC,shopping_net,8.41,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,47.877028,-122.632127,0,2020,12,29,12,36
Bartoletti and Sons,personal_care,45.98,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,44.966951,-123.143161,0,2020,12,29,12,38
"""Hauck, Dietrich and Funk""",kids_pets,57.46,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,45.315024,-123.19106,0,2020,12,29,12,38
Schiller Lt,personal_care,2.04,Riverton,WY,43.0351,-108.2024,19408,"""Lecturer, higher education""",43.099994,-107.696209,0,2020,12,29,12,27
"""Brown, Homenick and Lesch""",health_fitness,48.74,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,40.029695,-93.414319,0,2020,12,29,12,48
Streich Lt,home,3.2,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,40.017068,-105.735708,0,2020,12,29,12,81
"""O'Reilly, Mohr and Purdy""",home,88.27,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,37.756754,-120.703542,0,2020,12,29,12,33
Lesch Lt,shopping_pos,20.76,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,32.388466,-110.818466,0,2020,12,29,12,33
Deckow-Dare,food_dining,17.92,Port Costa,CA,38.046,-122.1866,198,Armed forces training and education officer,38.353328,-122.302452,0,2020,12,29,12,61
Wilkinson LLC,personal_care,29.99,Westfir,OR,43.7575,-122.481,597,Forensic psychologist,43.790171,-122.266654,0,2020,12,29,12,59
Beier LLC,entertainment,6.39,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,37.461729,-93.415894,0,2020,12,29,12,32
Cummerata-Hilpert,entertainment,28.2,Owensville,MO,38.3511,-91.4867,6703,Naval architect,37.892743,-92.100085,0,2020,12,29,12,22
Grimes LLC,entertainment,62.64,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,34.052958,-104.714031,0,2020,12,29,12,20
Sawayn PLC,shopping_pos,5.06,Fullerton,NE,41.366,-98.0054,1749,"""Surveyor, mining""",40.989272,-98.048594,0,2020,12,29,12,47
Dooley Inc,shopping_pos,8.62,Hawthorne,CA,33.9143,-118.3493,93193,"""Editor, magazine features""",34.827012,-118.931478,0,2020,12,29,12,25
Cormier LLC,health_fitness,94.85,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.884781,-116.149261,0,2020,12,29,12,49
Stark-Koss,home,62.3,Helm,CA,36.4992,-120.0936,123,Early years teacher,37.330271,-120.326798,0,2020,12,29,12,47
Hoppe-Parisian,kids_pets,1.8,North Loup,NE,41.4972,-98.7858,509,"""Nurse, children's""",41.380603,-98.631062,0,2020,12,29,12,40
Gottlieb-Hansen,personal_care,144.66,Littleton,CO,39.5994,-105.0044,320420,Water engineer,38.709747,-105.074173,0,2020,12,29,12,45
"""Hagenes, Kohler and Hoppe""",food_dining,189.34,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,40.732042,-101.09569,0,2020,12,29,12,38
Crooks and Sons,personal_care,66.92,Manley,NE,40.9207,-96.168,206,Human resources officer,41.912728,-96.355562,0,2020,12,29,12,53
Medhurst Inc,home,2.99,Westerville,NE,41.4193,-99.3844,73,Product designer,41.339989,-99.23998,0,2020,12,29,12,85
Wilkinson PLC,kids_pets,18.67,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",44.826821,-123.287526,0,2020,12,29,12,56
Halvorson Group,misc_pos,200.96,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,38.437759,-121.469521,0,2020,12,29,12,41
"""Cormier, Stracke and Thiel""",entertainment,17.1,Lowell,OR,43.921,-122.7806,1420,Systems analyst,43.322816,-123.742587,0,2020,12,29,12,55
"""Hoppe, Harris and Bedn""",entertainment,10.12,Monitor,WA,47.4852,-120.4158,584,Medical technical officer,47.685696,-121.092713,0,2020,12,29,12,51
Mohr Inc,shopping_pos,308.37,Rock Springs,WY,41.606,-109.23,27971,Music therapist,41.132516,-108.870034,0,2020,12,29,12,36
Auer LLC,personal_care,28.24,Red River,NM,36.6659,-105.4694,606,"""Surveyor, land/geomatics""",37.193132,-105.43746,0,2020,12,29,12,32
Fadel-Hilpert,health_fitness,121.7,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,34.364698,-112.550371,0,2020,12,29,12,21
Lynch-Moh,travel,5.71,Powell Butte,OR,44.2415,-121.0113,2016,Local government officer,44.665413,-120.435714,0,2020,12,29,12,67
"""Nienow, Barrows and Romague""",personal_care,41.25,Independence,MO,39.1412,-94.3515,123373,"""Engineer, production""",39.082669,-94.033339,0,2020,12,29,12,28
Pagac LLC,shopping_pos,20.9,Napa,CA,38.4549,-122.2564,94014,Airline pilot,38.358911,-121.414606,0,2020,12,29,12,35
Prosacco LLC,personal_care,77.36,Helm,CA,36.4992,-120.0936,123,Early years teacher,36.180365,-120.227582,0,2020,12,29,12,47
Fritsch and Sons,health_fitness,17.88,Unionville,MO,40.4815,-92.9951,3805,"""Investment banker, corporate""",39.69168,-93.530574,0,2020,12,29,12,70
Connelly PLC,food_dining,6.2,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,39.124308,-120.68118,0,2020,12,29,12,41
"""Cronin, Kshlerin and Webe""",health_fitness,94.94,Laramie,WY,41.4247,-105.4781,35371,"""Pilot, airline""",41.265217,-105.619852,0,2020,12,29,12,32
Rau-Grant,kids_pets,13.54,Parks,AZ,35.2563,-111.95,759,"""Geologist, engineering""",34.70991,-112.014603,0,2020,12,29,12,63
Osinski Inc,personal_care,5.12,Port Costa,CA,38.046,-122.1866,198,Armed forces training and education officer,37.159819,-122.073009,0,2020,12,29,12,61
Turner and Sons,shopping_pos,3.14,Hawthorne,CA,33.9143,-118.3493,93193,"""Editor, magazine features""",33.945965,-117.712467,0,2020,12,29,12,25
"""Witting, Beer and Ernse""",home,12.84,Cardwell,MO,36.0434,-90.2907,1120,Television floor manager,36.560368,-90.204879,0,2020,12,29,12,63
Gottlieb Group,kids_pets,104.84,Kirtland Afb,NM,35.0203,-106.5503,310,"""Surveyor, land/geomatics""",35.929763,-107.51582,0,2020,12,29,12,42
"""Turner, Ziemann and Lehne""",food_dining,137.41,Browning,MO,40.029,-93.1607,602,Cytogeneticist,39.689893,-93.024818,0,2020,12,29,13,66
Will Lt,food_dining,97.69,Jelm,WY,41.0539,-106.0763,100,Public librarian,41.394088,-105.682111,0,2020,12,29,13,46
"""Mosciski, Ziemann and Farrell""",shopping_net,5.93,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,34.82999,-118.392463,0,2020,12,29,13,47
"""Kutch, Steuber and Gerhol""",food_dining,71.66,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,39.345898,-121.263099,0,2020,12,29,13,33
"""Reichert, Huels and Hoppe""",shopping_net,5.24,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,34.253664,-118.531787,0,2020,12,29,13,47
Langworth LLC,personal_care,68.67,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,40.695657,-92.828903,0,2020,12,29,13,46
Graham and Sons,health_fitness,21.81,Mound City,MO,40.1362,-95.2138,1631,Architect,40.91425,-95.864534,0,2020,12,29,13,67
Goyette Inc,shopping_net,130.61,Sun City,CA,33.7467,-117.1721,54287,"""Designer, exhibition/display""",32.860417,-116.274209,0,2020,12,29,13,48
Kihn-Schuste,food_dining,69.33,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,42.314436,-109.158098,0,2020,12,29,13,44
"""Roberts, Daniel and Macejkovic""",kids_pets,4.3,Sun City,CA,33.7467,-117.1721,54287,"""Designer, exhibition/display""",33.149717,-116.522206,0,2020,12,29,13,48
Collier LLC,home,52.05,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",37.751204,-123.190272,0,2020,12,29,13,29
Schaefer Lt,kids_pets,34.33,Freedom,WY,43.0172,-111.0292,471,"""Education officer, museum""",42.283987,-111.586736,0,2020,12,29,13,53
Pouros-Conroy,shopping_pos,16.26,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,33.472303,-112.336309,0,2020,12,29,13,39
Friesen-Ortiz,personal_care,4.27,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,34.222772,-118.896962,0,2020,12,29,13,38
"""Quitzon, Green and Bashirian""",shopping_pos,8.31,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,34.944596,-118.765697,0,2020,12,29,13,38
Metz-Boehm,shopping_pos,8.09,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,38.739184,-93.822831,0,2020,12,29,13,31
Schuppe LLC,entertainment,63.41,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,34.484645,-111.541725,0,2020,12,29,13,39
"""Gutmann, McLaughlin and Wiz""",home,18.78,Camden,MO,39.2048,-94.0259,464,Colour technologist,39.635329,-93.826591,0,2020,12,29,13,61
Abernathy and Sons,food_dining,38.89,Manley,NE,40.9207,-96.168,206,Human resources officer,40.829325,-96.959909,0,2020,12,29,13,53
Reilly LLC,home,1.86,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,40.547799,-98.039035,0,2020,12,29,13,70
"""Romaguera, Cruickshank and Greenholt""",shopping_net,2.78,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,35.95936,-105.328474,0,2020,12,29,13,48
Kirlin and Sons,personal_care,27.26,Hawthorne,CA,33.9143,-118.3493,93193,"""Editor, magazine features""",33.283179,-117.820812,0,2020,12,29,13,25
Carroll PLC,health_fitness,69.05,Colton,WA,46.5901,-117.1692,761,Chief Marketing Officer,45.74751,-116.264893,0,2020,12,29,13,77
Prosacco LLC,personal_care,47.76,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist, research (maths)""",19.486714,-154.483376,0,2020,12,29,13,29
"""Schmeler, Bashirian and Price""",shopping_net,3.53,Kirtland Afb,NM,35.0203,-106.5503,310,"""Surveyor, land/geomatics""",34.141169,-107.379138,0,2020,12,29,13,42
Gerhold LLC,home,93.83,Helm,CA,36.4992,-120.0936,123,Early years teacher,37.088771,-121.074818,0,2020,12,29,13,47
Rau-Robel,kids_pets,10.3,Newhall,CA,34.3795,-118.523,34882,Health physicist,33.731552,-118.105594,0,2020,12,29,13,49
Harris Group,food_dining,9.97,Oakland,CA,37.7878,-122.1884,381459,Barista,37.000004,-122.361888,0,2020,12,29,13,46
"""Lehner, Mosciski and King""",misc_net,6.68,Lagrange,WY,41.6423,-104.1974,635,Product/process development scientist,41.814931,-103.788432,0,2020,12,29,13,47
"""Zemlak, Tillman and Cremin""",personal_care,75.97,Athena,OR,45.8289,-118.4971,1302,Dealer,44.87183,-117.749455,0,2020,12,29,13,44
Gleason-Macejkovic,shopping_net,4.38,Red River,NM,36.6659,-105.4694,606,"""Surveyor, land/geomatics""",36.615946,-104.672991,0,2020,12,29,13,32
"""Prosacco, Kreiger and Kovacek""",home,100.92,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,38.712639,-93.6291,0,2020,12,29,13,31
"""Klocko, Runolfsdottir and Breitenberg""",health_fitness,16.6,Llano,NM,36.1486,-105.6648,247,Architectural technologist,35.69024,-106.066063,0,2020,12,29,13,59
"""Kihn, Brakus and Goyette""",personal_care,21.74,Redford,MO,37.3272,-91.0243,241,Investment analyst,37.634788,-90.320325,0,2020,12,29,13,46
"""Quitzon, Green and Bashirian""",shopping_pos,4.33,Azusa,CA,34.1248,-117.9031,59705,Civil Service fast streamer,33.874086,-117.183472,0,2020,12,29,13,37
Dibbert-Green,entertainment,80.5,American Fork,UT,40.3928,-111.7941,42384,Futures trader,40.81725,-112.645071,0,2020,12,29,13,28
"""Nitzsche, Kessler and Wol""",shopping_pos,3.51,Littleton,CO,39.5994,-105.0044,320420,Water engineer,38.834913,-105.839232,0,2020,12,29,13,45
Wilkinson PLC,kids_pets,21.86,Portland,OR,45.5303,-122.7033,841711,"""Engineer, building services""",44.870937,-122.183458,0,2020,12,29,13,57
Lemke-Gutmann,shopping_net,1.77,Newhall,CA,34.3795,-118.523,34882,Health physicist,34.276673,-119.112379,0,2020,12,29,13,49
Goyette-Gerhol,kids_pets,22.02,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",41.470723,-124.015126,0,2020,12,29,13,69
Larson-Moen,entertainment,42.59,Jelm,WY,41.0539,-106.0763,100,Public librarian,41.02208,-106.548701,0,2020,12,29,13,46
O'Keefe-Wisoky,food_dining,7.66,Freedom,WY,43.0172,-111.0292,471,"""Education officer, museum""",42.219547,-110.456128,0,2020,12,29,13,53
Leannon-W,food_dining,49.94,Cascade Locks,OR,45.671,-121.8686,1288,Barrister,45.459671,-121.207816,0,2020,12,29,13,84
Cartwright PLC,kids_pets,33.37,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,34.116744,-111.446769,0,2020,12,29,13,39
Beier and Sons,home,84.76,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,49.134795,-117.78158,0,2020,12,29,13,42
"""Durgan, Gislason and Spence""",home,81.56,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,42.979587,-108.65037,0,2020,12,29,13,44
"""Nicolas, Hills and McGlynn""",entertainment,137.62,Shedd,OR,44.453,-123.1065,917,Radio broadcast assistant,43.601732,-123.594746,0,2020,12,29,13,25
"""O'Connell, Botsford and Han""",home,26.66,Camden,MO,39.2048,-94.0259,464,Colour technologist,39.113822,-94.907618,0,2020,12,29,13,61
Barton LLC,kids_pets,37.5,Conway,WA,48.34,-122.3456,85,"""Research officer, political party""",48.966802,-121.531119,0,2020,12,29,13,36
"""Witting, Beer and Ernse""",home,8.46,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,38.818089,-94.247174,0,2020,12,29,13,31
"""Runte, Green and Em""",health_fitness,52.98,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,33.343676,-104.715009,0,2020,12,29,13,20
O'Keefe-Wisoky,food_dining,49.2,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,47.824677,-116.828273,0,2020,12,29,13,21
"""Nicolas, Hills and McGlynn""",entertainment,94.67,Rock Springs,WY,41.606,-109.23,27971,Music therapist,42.450544,-108.241818,0,2020,12,29,13,36
Beier-Hyatt,shopping_pos,175.22,Newhall,CA,34.3795,-118.523,34882,Health physicist,33.542339,-118.544044,0,2020,12,29,13,49
"""Swaniawski, Nitzsche and Welch""",health_fitness,32.66,Port Costa,CA,38.046,-122.1866,198,Armed forces training and education officer,38.763197,-121.541312,0,2020,12,29,13,61
Heaney-Marquardt,entertainment,12.49,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,39.27599,-121.934925,0,2020,12,29,13,41
"""Nitzsche, Kessler and Wol""",shopping_pos,6.21,Oakland,CA,37.7878,-122.1884,381459,Barista,37.119189,-122.80786,0,2020,12,29,13,46
Harris Group,food_dining,53.75,Athena,OR,45.8289,-118.4971,1302,Dealer,45.95412,-118.798623,0,2020,12,29,13,44
Langworth LLC,personal_care,65.54,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",40.755648,-123.046401,0,2020,12,29,13,69
Pagac LLC,shopping_pos,34.12,Burbank,WA,46.1966,-118.9017,3684,Musician,47.173861,-119.379401,0,2020,12,29,13,39
Ernser-Lynch,food_dining,66.9,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),42.563132,-96.181658,0,2020,12,29,13,92
Rau-Robel,kids_pets,56.29,Hawthorne,CA,33.9143,-118.3493,93193,"""Editor, magazine features""",33.113728,-119.117945,0,2020,12,29,13,25
Larkin Lt,kids_pets,118.14,Burbank,WA,46.1966,-118.9017,3684,Musician,45.718901,-119.814878,0,2020,12,29,13,39
Gottlieb Group,kids_pets,88.48,Louisiana,MO,39.4336,-91.0664,4593,"""Teacher, early years/pre""",38.765088,-91.686824,0,2020,12,29,13,80
